iteration,mean,std,low,up
0,0.3634376899012096,4.310519680414408,-4.988779410818166,5.715654790620585
100,19.372066684742812,19.011328212547706,-4.23361511481324,42.977748484298864
200,34.16402173027875,25.50639396438949,2.4936506206944777,65.83439283986301
300,48.95888658484496,19.162917829802144,25.16498141504259,72.75279175464733
400,58.075314506050084,15.04451841375431,39.39507762137772,76.75555139072245
500,64.06816413594817,12.246029608776789,48.86271004979267,79.27361822210366
600,67.76077636012722,10.56944293464332,54.637079587111444,80.884473133143
700,70.76186298951876,8.902062739831905,59.708492175718305,81.81523380331922
800,73.33136699643727,7.754241087156726,63.70320500512233,82.95952898775221
900,75.41285576464682,6.911499264770762,66.83109595396917,83.99461557532447
1000,77.13247539739487,6.175871205079356,69.46411846450452,84.80083233028522
1100,78.27723879761423,5.266856195361939,71.73757307611685,84.81690451911162
1200,79.45357300077134,4.808435154611437,73.48311218159296,85.42403381994973
1300,80.4585516716965,4.447895727079089,74.93575967961803,85.98134366377496
1400,81.26902854368822,4.147775653784343,76.11888484175812,86.41917224561833
1500,81.97934063858241,3.9391639858358,77.08822253434926,86.87045874281557
1600,82.48983855610865,3.8394430110785644,77.72254039609733,87.25713671611997
1700,82.98375846180599,3.699733413607035,78.38993267917861,87.57758424443337
1800,83.4617617501286,3.576405522321711,79.0210677700846,87.9024557301726
1900,83.88533279570606,3.4512700876126647,79.60001497983986,88.17065061157227
2000,84.28967026809096,3.3260170448945545,80.15987464603332,88.4194658901486
2100,84.66314888376651,3.163235902187858,80.73547274619423,88.59082502133879
2200,84.96051462924676,2.990329656743613,81.2475299517072,88.67349930678633
2300,85.27053427685752,2.900499365602611,81.66908863777589,88.87197991593915
2400,85.5862227367714,2.8315343318155923,82.07040849727802,89.10203697626478
2500,85.89154458630082,2.756053467559909,82.46945221850703,89.31363695409462
2600,86.15905962042733,2.682173303904993,82.82870159202525,89.4894176488294
2700,86.42229066302971,2.594612017254091,83.20065433189846,89.64392699416096
2800,86.65995139515964,2.521974437901495,83.52850653122717,89.79139625909211
2900,86.8618931743184,2.487137577967136,83.7737039851769,89.9500823634599
3000,87.03669187887033,2.4785260743786637,83.95919528370503,90.11418847403563
3100,87.18645307402264,2.4784160593670395,84.10909308053654,90.26381306750874
3200,87.21094490272222,2.261275225378055,84.40320086534018,90.01868894010425
3300,87.33760956023691,2.2875968816760213,84.4971828698566,90.17803625061723
3400,87.48303770134655,2.3192439757426553,84.60331595361592,90.36275944907717
3500,87.62464808157497,2.3524341914590927,84.70371523789663,90.54558092525332
3600,87.69868713718122,2.36854011233964,84.75775615138758,90.63961812297487
3700,87.82232852047458,2.412028360426432,84.82739974268662,90.81725729826255
3800,87.90340454443137,2.4464636379428586,84.8657187222831,90.94109036657963
3900,87.85915668709669,2.470769960092183,84.79129057980687,90.9270227943865
4000,87.91727697564899,2.5093742099014174,84.80147736119338,91.0330765901046
4100,87.93620461588465,2.526260932307399,84.79943736616987,91.07297186559943
4200,87.95677928615302,2.582393155673436,84.7503146755455,91.16324389676055
4300,87.99843312893879,2.648162599835804,84.71030496733297,91.2865612905446
4400,87.87813316266497,2.6863373534185286,84.54260478389519,91.21366154143475
4500,87.76915838859455,2.5301336251845754,84.62758255555808,90.91073422163102
4600,87.82268256714974,2.5853737047964955,84.61251711600124,91.03284801829824
4700,87.87471781786046,2.627226337387425,84.61258545959375,91.13685017612717
4800,87.9308972722246,2.633278705918542,84.66124990584895,91.20054463860025
4900,87.99988378023856,2.6727064226277317,84.68128043749373,91.3184871229834
