iteration,mean,std,low,up
1550,195.4718444827586,37.59426779104254,181.1717497982449,209.7719391672723
1600,199.45705689655176,38.47288873586217,184.82275267848487,214.09136111461865
1650,203.67878724137924,39.60243399695997,188.6148269844204,218.74274749833808
1700,207.53798862068965,40.550320741054975,192.11347152921297,222.96250571216632
1750,211.69135931034484,41.36631599795859,195.95645422299884,227.42626439769083
1800,215.52430482758626,42.18562762282972,199.47775026546128,231.57085938971125
1850,219.38529275862072,43.19002187116388,202.956687056902,235.81389846033943
1900,223.14598793103443,43.811569057337415,206.48095832387946,239.8110175381894
1950,226.78071482758625,44.63938517725852,209.80080080874288,243.76062884642963
2000,230.82506896551726,45.08630385870433,213.67515617195443,247.9749817590801
2050,234.34290517241382,46.30082081081604,216.73101483728325,251.9547955075444
2100,238.0388437931034,47.38912626042885,220.012984204425,256.06470338178184
2150,241.83769275862073,48.18394088157172,223.50950185703704,260.16588366020443
2200,245.33750310344823,48.93008504502011,226.7254941409592,263.94951206593726
2250,248.91223999999994,49.97976033720743,229.90095590999135,267.9235240900085
2300,252.3277955172413,50.79178889852737,233.00763228166863,271.64795875281396
2350,256.0477775862068,51.71680853500219,236.3757556986676,275.719799473746
2400,259.6083482758621,52.77216898717152,239.53488874159987,279.6818078101244
2450,263.18289896551727,53.6006984856643,242.79428366487028,283.5715142661643
2500,266.88713103448276,54.438847904243836,246.17970074554881,287.5945613234167
2550,270.4204527586207,55.099321040661565,249.46179192465132,291.37911359259004
2600,273.7361603448276,55.75269698950648,252.52896859159688,294.94335209805837
2650,277.1072610344828,56.41493150426573,255.64816874372738,298.5663533252382
2700,280.14299137931033,57.42472800649868,258.29979304147656,301.9861897171441
2750,283.61430034482754,58.39160409446369,261.40332201236953,305.82527867728555
2800,286.6315582758621,58.995392014092154,264.1909113016834,309.07220525004084
2850,289.6346306896552,59.97130900824023,266.82276474406007,312.4464966352503
2900,293.0680720689656,60.992588778489804,269.8677320747437,316.2684120631875
2950,296.414145862069,61.48217305437681,273.0275779689518,319.8007137551862
3000,299.845551724138,62.31906839012942,276.14064587032925,323.5504575779467
3050,303.0717344827586,63.23667434599174,279.01778999027124,327.12567897524593
3100,306.3036093103448,63.97526221926924,281.96872101601497,330.6384976046747
3150,309.20197241379316,65.07694284578129,284.4480272207153,333.955917606871
3200,312.200094137931,65.94840289537215,287.1146632701703,337.2855250056917
3250,315.0569175862069,66.97287769556351,289.58179734542625,340.53203782698756
3300,318.3614793103448,67.94945166705037,292.51489019733305,344.20806842335656
3350,321.4235513793103,68.71011566826839,295.2876211544839,347.55948160413675
3400,324.49177517241384,69.47655240889053,298.0643080031387,350.91924234168897
3450,327.13273689655165,70.00101734833932,300.50577393354246,353.75969985956084
3500,329.8467386206895,70.60580301945885,302.98972749158975,356.70374974978927
3550,333.1328024137931,71.31618971530071,306.00557463704854,360.2600301905377
3600,336.11768413793106,71.91689124352305,308.76196171997,363.47340655589215
3650,339.05554586206887,72.94681225680291,311.3080624424217,366.803029281716
3700,341.9546755172414,73.87486762108422,313.85417871652623,370.0551723179566
3750,344.7483682758621,74.54392808298563,316.39337448619017,373.10336206553404
3800,347.5183593103448,75.25915236767237,318.8913087526429,376.1454098680467
3850,350.7464724137931,76.0140397089026,321.8322780682208,379.66066675936537
3900,353.7017110344828,76.96815165245043,324.42459191516053,382.97883015380506
3950,356.5326903448276,77.73827114316894,326.96263343783846,386.1027472518167
4000,359.3501317241379,78.60581573161943,329.4500785042312,389.2501849440446
4050,362.12361103448274,79.45188317188703,331.9017309719159,392.34549109704955
4100,364.98562137931043,80.16118306875947,334.49393806531793,395.4773046933029
4150,367.7438034482759,80.88339857189214,336.9774040489795,398.5102028475723
4200,370.6221382758621,81.49467887927213,339.62322028296256,401.6210562687616
4250,373.3433368965518,82.44008549658079,341.98480545891056,404.7018683341931
4300,376.0885796551725,82.90815590421823,344.5520037564597,407.6251555538853
4350,378.9970362068966,83.5154412704347,347.2294613089299,410.7646111048633
4400,381.84919724137933,84.05340071931161,349.87699351281196,413.8214009699467
4450,384.33979344827577,84.546544379179,352.1800079035558,416.49957899299574
4500,387.2947868965517,85.53308341928931,354.75974197021645,419.829831822887
4550,389.9511275862068,86.82794331172748,356.9235442982265,422.9787108741871
4600,392.6714589655172,87.52193924354957,359.3798937430866,425.96302418794784
4650,395.34646689655176,88.19977763937855,361.7970657376685,428.895868055435
4700,397.7259734482758,89.10278810201358,363.83308547942033,431.61886141713126
4750,400.6438641379311,89.73795214174886,366.5093726895532,434.778355586309
4800,402.99851827586207,90.47993545404377,368.58179146971315,437.415245082011
4850,405.9153068965517,91.39782109476457,371.1494350652937,440.68117872780977
4900,408.6342610344828,92.4235334079838,373.4782291054238,443.7902929635418
4950,411.5529024137931,93.21399820327278,376.0961937570948,447.0096110704914
4999,414.4278862068966,93.85356283803273,378.7279001738501,450.12787223994303
