iteration,mean,std,low,up
0,0.02763537360975572,0.01597764059448326,0.021669224560860335,0.0336015226586511
50,2.4715583606670406,1.453905024944095,1.9286613020894772,3.0144554192446043
100,30.21716852485003,5.522140655667775,28.155167315982286,32.27916973371777
150,33.13506713685282,7.002163773072971,30.520416213402118,35.749718060303515
200,60.10101046204391,11.236399993773105,55.90526974930036,64.29675117478746
250,62.79368724423924,12.52934222328965,58.11515396852051,67.47222051995797
300,68.53501575664428,12.453736709142568,63.88471404388083,73.18531746940775
350,84.40150080716073,16.06704716195397,78.4019667973053,90.40103481701615
400,94.09397060418515,19.355828376924528,86.86638550620495,101.32155570216534
450,102.48717367092924,18.80686087600568,95.4645764066729,109.50977093518557
500,112.10969647642149,21.266181935133673,104.16877363642833,120.05061931641465
550,121.03462669359861,23.77136021875308,112.15825490882884,129.91099847836838
600,130.87544733431008,25.138157572146284,121.48870503007856,140.2621896385416
650,139.28630412345572,25.83107265192055,129.64082307618426,148.93178517072718
700,148.8885000815499,28.406106285606878,138.28148567310146,159.49551448999833
750,157.60746178074118,30.08360468261311,146.37405917644872,168.84086438503363
800,165.88358698189606,32.36311062535565,153.799002869807,177.96817109398512
850,172.98559385756897,33.25228515152105,160.56898652076077,185.40220119437717
900,180.50844601013813,34.508099478376344,167.62290989705343,193.39398212322283
950,189.88712410436486,35.63142112266313,176.58213279575025,203.19211541297946
1000,198.4783724357409,37.88716898478356,184.33107103243157,212.62567383905025
1050,205.95687849885198,40.49611056271023,190.83538229990148,221.07837469780247
1100,213.64347981373686,41.60536570914079,198.10778093587868,229.17917869159504
1150,220.94118998136238,42.423700945571525,205.09991970429556,236.7824602584292
1200,228.03248362601636,44.32189606271072,211.4824156434455,244.5825516085872
1250,235.3152652851716,45.828948476538685,218.2024546828613,252.4280758874819
1300,243.24425415322278,46.719136551119725,225.79904186099503,260.68946644545053
1350,250.8428253718086,49.10396025872004,232.50710527207667,269.17854547154053
1400,258.142736563015,50.61782096660168,239.2417315847631,277.04374154126685
1450,265.4539220838117,51.73361765377088,246.13627177519646,284.7715723924269
1500,272.3589056989675,52.81233153599902,252.63845700692212,292.0793543910128
1550,278.8430866116996,54.771761762166996,258.3909746486538,299.2951985747454
1600,285.9246285107137,56.12893420709765,264.96574002809183,306.8835169933356
1650,292.28758839411546,57.33470483928102,270.8784577579136,313.6967190303173
1700,298.9208181475638,58.82668865115457,276.95457160006464,320.887064695063
1750,305.6590375726849,59.856250436388095,283.3083463364079,328.0097288089619
1800,312.61232906589044,61.09443166747896,289.7992933595054,335.4253647722755
1850,319.59365006430033,62.82089002286084,296.1359442131584,343.0513559154423
1900,325.73994687816383,64.00968334764909,301.8383383042089,349.6415554521188
1950,332.01473707706094,65.53231866322712,307.5445671322246,356.4849070218973
2000,338.3617768347574,66.715271236535,313.44988513955406,363.27366852996073
2050,344.68634209372277,68.06420292575501,319.2707510276972,370.10193315974834
2100,350.5697231364242,68.90545671534554,324.8400027427946,376.29944353005385
2150,356.7021169798725,70.04553070273276,330.5466859629942,382.85754799675084
2200,362.62754105246313,71.66059147053087,335.86903643365173,389.38604567127453
2250,369.4122119522156,73.31484060205938,342.03600055596473,396.7884233484665
2300,375.8154377861119,74.49646936406144,347.9979989587596,403.6328766134642
2350,381.9189130107024,75.60967364892561,353.68579687191635,410.15202914948844
2400,388.0313993863431,77.16255030761188,359.2184295735752,416.844369199111
2450,393.74033651773385,78.216549264248,364.5337970264214,422.9468760090463
2500,399.9149488702952,79.26971752925313,370.31514988579096,429.5147478547994
2550,405.6823982250363,80.37722110120585,375.6690506102834,435.6957458397892
2600,411.14556273871597,81.83303390290577,380.5886056898373,441.7025197875946
2650,416.98561004620916,82.99158797139395,385.99604179839093,447.9751782940274
2700,422.61362170401907,83.87431941381793,391.2944361184904,453.9328072895477
2750,428.42202941582235,84.80951290604906,396.75363684123835,460.09042199040636
2800,434.0358154421894,86.30056179313804,401.81065606296005,466.26097482141876
2850,439.64901575352906,87.84041031791163,406.8488674854713,472.4491640215868
2900,445.4549313292546,89.09532084420461,412.1861917695967,478.72367088891247
2950,451.1810876559735,89.77896998287181,417.65706931254795,484.70510599939905
3000,456.5119160075936,90.46135833490403,422.73308966586694,490.2907423493202
3050,461.68998230628245,92.13087153771053,427.28774948922916,496.09221512333573
3100,467.35889607121914,93.63694746752756,432.3942852595485,502.3235068828898
3150,472.8852812671773,94.95589585541083,437.42816703340384,508.3423955009507
3200,478.43084894409344,96.05904014668106,442.56181386223005,514.2998840259569
3250,484.36267190850157,96.9165307444805,448.1734445752075,520.5518992417957
3300,489.5974503283356,97.92160065360628,453.032923723103,526.1619769335681
3350,494.5483398364759,99.36717759381413,457.44402593061375,531.6526537423381
3400,499.62124168436986,100.11889695794406,462.23623115482167,537.0062522139181
3450,504.80000079175977,101.20446773888675,467.0096314707223,542.5903701127972
3500,510.6268948212603,101.99064241452659,472.54296305177513,548.7108265907455
3550,516.0463071221168,103.28302718805179,477.4797909471446,554.612823297089
3600,520.7240868811748,104.68487036349875,481.6341138617182,559.8140599006314
3650,526.0972201163919,106.03343225458066,486.50368581100724,565.6907544217765
3700,531.1492730933413,107.249967676889,491.10147699568313,571.1970691909995
3750,535.8628356187402,108.33759721487344,495.4089119770792,576.3167592604011
3800,541.0434223502572,109.03141630937449,500.3304224009096,581.7564222996048
3850,546.239291587575,109.8282113991382,505.22876346197097,587.2498197131791
3900,551.2038266424755,111.12174397987094,509.7102855131293,592.6973677718217
3950,556.5051973587317,112.64734616589598,514.4419870108721,598.5684077065913
4000,561.2159038623572,113.99878179963565,518.6480591554257,603.7837485692887
4050,566.0609220108528,114.86443479977056,523.1698371613678,608.9520068603377
4100,571.3123201180716,115.91405639184948,528.0293001248306,614.5953401113127
4150,576.2636461816819,117.16956275477602,532.5118124077852,620.0154799555786
4200,581.0830271245039,118.03329919160677,537.0086688645531,625.1573853844548
4250,586.0932420798564,119.02738851756806,541.6476847651059,630.5387993946069
4300,591.0120981932906,119.7424187846939,546.2995441888276,635.7246521977537
4350,595.6282241256674,121.04221308869994,550.4303189515653,640.8261292997696
4400,600.2843657196403,122.06168212941476,554.7057845495003,645.8629468897802
4450,605.1706607674078,123.28996566927631,559.1334309858045,651.207890549011
4500,610.1416481071599,124.24469623010215,563.7479160751938,656.535380139126
4550,614.9177737457893,125.23151122024825,568.1555589406578,661.6799885509208
4600,619.784044103064,126.37897955407028,572.5933575803477,666.9747306257804
4650,624.7657848351562,127.19120486466238,577.2718083970345,672.2597612732778
4700,628.9625534149866,128.50580350491256,580.9776977772217,676.9474090527515
4750,633.5445524361545,129.68737243256297,585.1184917098022,681.9706131625068
4800,638.3795620789202,130.42806994634364,589.6769203554409,687.0822038023996
4850,643.0753210965609,131.8092419611612,593.8569412668301,692.2937009262916
4900,648.1620977490276,133.08926997732536,598.4657476028387,697.8584478952164
4950,652.7518242669851,134.2812256998864,602.610390539248,702.8932579947221
4999,657.429135117677,135.0519318772522,606.9999149736742,707.8583552616798
