iteration,mean,std,low,up
0,-6.076107854,4.0402171734780445,-11.092700063232268,-1.059515644767731
25,43.3228274,5.199564212029432,36.86671571157432,49.77893908842568
50,46.6788974,4.499042155934283,41.09259872857534,52.265196071424654
75,49.3175982,4.1609379751407225,44.151111317508885,54.48408508249111
100,51.9584158,3.026518828785588,48.200496330411106,55.71633526958889
125,52.6101942,2.7457397612708547,49.200907989993375,56.01948041000663
150,53.92019479999999,1.4801183858606353,52.082385087197366,55.758004512802614
175,53.2936496,1.7728496461779535,51.09236602011255,55.494933179887454
200,54.0574194,2.62696448885035,50.795612169634765,57.319226630365236
225,53.988989000000004,1.5929376155170092,52.01109571142798,55.96688228857203
250,54.88676840000001,1.2223591844598287,53.36900900778252,56.40452779221749
275,54.639691000000006,1.530413620678897,52.739431504842344,56.53995049515767
300,55.1216932,1.672779183903007,53.04466351040296,57.19872288959704
325,55.49185179999999,1.8315958720366512,53.21762514643345,57.766078453566536
350,54.8800932,2.1398447709819246,52.22312498612716,57.537061413872834
375,54.5679298,1.660060400969854,52.506692565272026,56.62916703472798
400,55.10729740000001,2.0363411249022807,52.578845937147086,57.63574886285293
425,55.62955459999999,1.9056019341937118,53.263437283404194,57.99567191659579
450,56.139448800000004,2.0670361701435445,53.57288440454777,58.706013195452236
475,56.19842200000001,2.017804490500007,53.69298680873226,58.70385719126776
500,56.52651239999999,1.9216360332219014,54.140486119897254,58.91253868010272
525,56.442124,1.9505805859388348,54.02015831084454,58.864089689155456
550,56.5428138,1.9788210297681565,54.08578296844837,58.999844631551625
575,56.682079,1.6370388076298013,54.64942684890366,58.714731151096345
600,56.92342060000001,1.615877279465023,54.91704395657284,58.929797243427174
625,57.1391368,1.6167611967731066,55.131662628274,59.146610971726005
650,57.384558600000005,1.8148690894548845,55.13110099017102,59.63801620982899
675,57.621971599999995,1.6528942711815553,55.569632290636605,59.674310909363385
700,57.7680966,1.612670633778269,55.76570153307707,59.77049166692293
725,57.547430399999996,1.7715908150996094,55.347709865342345,59.74715093465765
750,57.1926122,1.7769913424535033,54.98618602495571,59.39903837504429
775,57.3041952,1.5998291207312432,55.31774497751003,59.29064542248997
800,57.354325800000005,1.7496818082443413,55.18180889039094,59.52684270960907
825,57.3399428,1.613457845003922,55.3365702812392,59.34331531876081
850,57.8596198,1.6297230468994437,55.83605136562201,59.88318823437798
875,57.9002706,1.741723546134917,55.737635177940476,60.06290602205952
900,58.1360394,1.7630738861073882,55.94689402944725,60.32518477055275
925,58.5828786,1.8133873252782515,56.33126084340297,60.83449635659703
950,58.747534400000006,1.7828507154103803,56.53383285250311,60.9612359474969
975,58.84304139999999,1.7120365550950722,56.71726724592964,60.96881555407034
1000,59.0490494,1.5954730680813143,57.06800793125973,61.030090868740274
1025,58.86592520000001,1.482108943001393,57.02564388405934,60.70620651594067
1050,58.994245,1.3904386381520042,57.26778740129518,60.72070259870482
1075,59.145405200000006,1.3786596614816535,57.433573132562444,60.85723726743757
1100,59.25292520000001,1.425980427282647,57.48233664129992,61.02351375870009
1125,59.4659654,1.410340511285234,57.71479636192883,61.21713443807117
1150,59.5688944,1.3987898850035665,57.83206735873948,61.305721441260516
1175,59.768504400000005,1.400294633917018,58.02980896618732,61.50719983381269
1200,59.82034980000001,1.4576396272804224,58.010451152450756,61.63024844754926
1225,60.0105912,1.5202588767824086,58.12294048474959,61.89824191525041
1250,60.1521492,1.5486903003212709,58.229196209723696,62.0751021902763
1275,60.374377,1.4642852026056976,58.556226780822,62.192527219178004
1300,60.507329000000006,1.398955055454603,58.770296872536875,62.24436112746314
1325,60.333443,1.293646006795909,58.72716932694146,61.93971667305855
1350,59.869268399999996,0.9670791118493353,58.6684810834018,61.07005571659819
1375,59.6374788,1.0657720563665083,58.31414800731811,60.96080959268188
1400,59.6182456,1.1924523878873732,58.13762040038814,61.098870799611866
1425,59.646507199999995,1.3594328417246995,57.958548382454595,61.334466017545395
1450,59.60524740000001,1.5583090515692966,57.67035115259136,61.54014364740866
1475,59.6902346,1.621035542613362,57.67745312692828,61.703016073071716
1500,59.874208599999996,1.6475405820128703,57.82851677373493,61.91990042626506
1525,60.0580196,1.7187272369194613,57.92393786718487,62.192101332815135
1550,60.176866000000004,1.7576550181335355,57.994449042721406,62.3592829572786
1575,60.3525766,1.6301968174170867,58.32841990182684,62.37673329817316
1600,60.42742760000001,1.7197554942637363,58.292069117059604,62.56278608294041
1625,60.436168599999995,1.7702399200031602,58.23812542314896,62.63421177685103
1650,60.5773424,1.714968392916556,58.44792788845814,62.70675691154186
1675,60.724551399999996,1.7676881218243239,58.5296766990783,62.91942610092169
1700,60.7709244,1.85068243332677,58.47299865043001,63.06885014956999
1725,60.9150122,1.7623914971138517,58.72671412729329,63.10331027270671
1750,60.8911468,1.7616866250002292,58.70372394162012,63.078569658379884
1775,61.020978400000004,1.8284290902145446,58.75068382541214,63.29127297458787
1800,61.132904800000006,1.7637125954228459,58.942966367084935,63.322843232915076
1825,61.0993194,1.8490669384459288,58.80339955226283,63.395239247737166
1850,61.229265399999996,1.7996364895041455,58.99472156112889,63.4638092388711
1875,61.4492704,1.8635258082538821,59.135397494167584,63.76314330583242
1900,61.5939306,1.8766525639164782,59.263758674248116,63.924102525751884
1925,61.731428199999996,1.9132726672381788,59.35578641034306,64.10706998965694
1950,61.8075828,1.843833131491891,59.51816158193121,64.09700401806879
1975,61.892929200000005,1.8306007772147348,59.619938119848634,64.16592028015137
2000,62.04546860000001,1.8377558074332938,59.76359337642019,64.32734382357982
2025,62.112967600000005,1.7536620166550887,59.93550860890197,64.29042659109804
2050,62.066467399999986,1.824376335534638,59.80120498499171,64.33172981500826
2075,62.2256402,1.7725155110114548,60.02477150371933,64.42650889628068
2100,62.3157886,1.7545339116184977,60.13724700831568,64.49433019168431
