iteration,ReturnMean_mean,ReturnMean_std,ReturnMean_low,ReturnMean_up,RiverSwim_mu1_actor_mean,RiverSwim_mu1_actor_std,RiverSwim_mu1_actor_low,RiverSwim_mu1_actor_up,CumRegret_mean,CumRegret_std,CumRegret_low,CumRegret_up,PerStepRegret_mean,PerStepRegret_std,PerStepRegret_low,PerStepRegret_up,GridSize_mean,GridSize_std,GridSize_low,GridSize_up
0,0.11017442699999999,0.058288597142093695,0.0684772764961159,0.15187157750388408,0.00596162514,0.0023197246528220312,0.004302194089695327,0.007621056190304673,2.2598255729999996,0.058288597142093744,2.2181284224961155,2.3015227235038838,2.2598255729999996,0.058288597142093744,2.2181284224961155,2.3015227235038838,1.0,1e-10,0.9999999999284643,1.0000000000715357
25,0.666176136,0.11090938899571777,0.5868363386469331,0.745515933353067,0.2801052584,0.1650410453057457,0.16204200687490344,0.39816850992509656,44.299420464,2.883644111388661,42.23658573460865,46.36225519339135,1.7038238639999999,0.1109093889957177,1.624484066646933,1.7831636613530668,6.0,1e-10,5.999999999928464,6.000000000071536
50,0.701921923,0.09656930740112638,0.6328404020475474,0.7710034439524526,0.5630858773,0.27547918533050797,0.36601993962763263,0.7601518149723674,85.071981927,4.925034672457442,81.5488243620017,88.5951394919983,1.668078077,0.09656930740112635,1.5989965560475476,1.7371595979524526,8.0,1e-10,7.999999999928464,8.000000000071536
75,0.773638678,0.08087292476727825,0.7157856727631446,0.8314916832368553,0.5033999521,0.4442706291448492,0.18558788942933802,0.821212014770662,121.32346047200001,6.146342274813149,116.92663207936418,125.72028886463583,1.596361322,0.08087292476727825,1.5385083167631446,1.6542143272368552,9.0,1e-10,8.999999999928464,9.000000000071536
100,0.7623644199999999,0.06222517206438775,0.7178512134396531,0.8068776265603468,0.5983356837,0.48716203229851257,0.24984095957736902,0.9468304078226311,162.37119358,6.28474236850316,157.87535972455856,166.86702743544146,1.6076355800000002,0.06222517206438775,1.5631223734396533,1.652148786560347,11.0,1e-10,10.999999999928464,11.000000000071536
125,0.781569902,0.0618937500706537,0.7372937804516554,0.8258460235483446,0.597508726,0.3105110773390755,0.37538248245071915,0.819634969549281,200.14219234800004,7.798612496402364,194.56340104185057,205.7209836541495,1.5884300980000003,0.061893750070653716,1.5441539764516556,1.632706219548345,12.0,1e-10,11.999999999928464,12.000000000071536
150,0.8135101850000002,0.07877723748094956,0.7571563441361371,0.8698640258638632,0.30918190697000003,0.3572581051367228,0.05361485425291529,0.5647489596870847,235.02996206499998,11.89536284462338,226.520532105287,243.53939202471295,1.5564898150000002,0.0787772374809495,1.500135974136137,1.6128436558638632,13.0,1e-10,12.999999999928464,13.000000000071536
175,0.829108031,0.07042175147798331,0.7787313447509489,0.8794847172490511,0.5883310926,0.3801626659453707,0.3163791041306384,0.8602830810693617,271.196986544,12.394228242625053,262.3306897766858,280.06328331131425,1.540891969,0.07042175147798327,1.490515282750949,1.5912686552490511,14.0,1e-10,13.999999999928464,14.000000000071536
200,0.8403611769999999,0.05847970587244463,0.7985273155460715,0.8821950384539283,0.6555751617000001,0.42414762797554173,0.3521582268842939,0.9589920965157063,307.4574034230001,11.754420860361378,299.04879728506756,315.8660095609326,1.529638823,0.05847970587244465,1.4878049615460716,1.5714726844539284,15.0,1e-10,14.999999999928464,15.000000000071536
225,0.8425360559999998,0.05712851908073932,0.8016687753487497,0.8834033366512499,0.30718336947,0.44058054778925404,-0.007988968019410125,0.6223557069594101,345.20685134400003,12.911045289747088,335.970845932913,354.44285675508706,1.5274639440000004,0.057128519080739314,1.4865966633487502,1.5683312246512506,16.0,1e-10,15.999999999928464,16.000000000071537
250,0.845185146,0.0639978405759628,0.7994038487779334,0.8909664432220668,0.7660870249999999,0.3100218806455358,0.5443107316838118,0.987863318316188,382.728528354,16.063457959566644,371.23742276914516,394.2196339388548,1.5248148539999997,0.06399784057596272,1.4790335567779331,1.5705961512220663,16.0,1e-10,15.999999999928464,16.000000000071537
275,0.84676862,0.07719660586421391,0.7915454948789358,0.9019917451210642,0.65396776822,0.4423934892375442,0.3374985305454679,0.9704370058945322,420.41186088000006,21.306263191023056,405.17027836625863,435.6534433937415,1.52323138,0.07719660586421401,1.4680082548789355,1.5784545051210643,17.0,1e-10,16.999999999928463,17.000000000071537
