iteration,ReturnMean_mean,ReturnMean_std,ReturnMean_low,ReturnMean_up,RiverSwim_mu1_actor_mean,RiverSwim_mu1_actor_std,RiverSwim_mu1_actor_low,RiverSwim_mu1_actor_up,CumRegret_mean,CumRegret_std,CumRegret_low,CumRegret_up,PerStepRegret_mean,PerStepRegret_std,PerStepRegret_low,PerStepRegret_up,GridSize_mean,GridSize_std,GridSize_low,GridSize_up
0,0.11017442699999999,0.0582885971420937,0.0684772764961159,0.15187157750388408,0.00596162514,0.0023197246528220312,0.004302194089695327,0.007621056190304673,2.259825573,0.05828859714209375,2.218128422496116,2.301522723503884,2.259825573,0.05828859714209375,2.218128422496116,2.301522723503884,1.0,1e-10,0.9999999999284643,1.0000000000715357
25,1.0538926270000002,0.22350661583250644,0.8940056258381281,1.2137796281618722,0.7102464919200001,0.4151173580665906,0.4132894230462778,1.0072035607937224,34.218791698000004,5.811172009145165,30.061729669579726,38.37585372642028,1.3161073730000001,0.22350661583250636,1.156220371838128,1.4759943741618722,3.0,1e-10,2.9999999999284643,3.0000000000715357
50,0.82104467,0.1841948089413403,0.6892796413831976,0.9528096986168024,0.794756829,0.31552149992814915,0.5690463450498845,1.0204673129501156,78.99672183,9.393935251008353,72.27670537411987,85.71673828588013,1.54895533,0.1841948089413403,1.4171903013831977,1.6807203586168025,4.0,1e-10,3.9999999999284643,4.000000000071536
75,0.833683752,0.12922552346977617,0.7412413813605594,0.9261261226394406,0.25251286679999996,0.34841146480797786,0.0032743193365614154,0.5017514142634385,116.76003484799999,9.821139776202994,109.73441468476767,123.78565501123231,1.536316248,0.12922552346977623,1.4438738773605595,1.6287586186394407,5.0,1e-10,4.999999999928464,5.000000000071536
100,0.781154531,0.11640877078273093,0.6978807129071234,0.8644283490928766,0.57381939409,0.45586714881810164,0.24771168098606205,0.8999271071939381,160.473392369,11.757285839055827,152.06273674877303,168.88404798922699,1.588845469,0.11640877078273083,1.5055716509071235,1.6721192870928765,5.0,1e-10,4.999999999928464,5.000000000071536
125,0.8359426899999999,0.08981283551707263,0.7716944578696795,0.9001909221303203,0.25806931899999996,0.11320975207648588,0.17708394103090724,0.3390546969690927,193.29122106000003,11.316417262651148,185.19594382052162,201.38649829947843,1.5340573100000001,0.08981283551707268,1.4698090778696797,1.5983055421303205,6.0,1e-10,5.999999999928464,6.000000000071536
150,0.7648930429999999,0.08560249543833773,0.7036567067214115,0.8261293792785884,0.7196766344000001,0.3717984131306827,0.4537080719447587,0.9856451968552414,242.37115050700004,12.925976796188989,233.12446373966355,251.61783727433652,1.6051069569999998,0.08560249543833763,1.5438706207214115,1.6663432932785882,6.0,1e-10,5.999999999928464,6.000000000071536
175,0.752232806,0.08582428068586324,0.6908378141129558,0.8136277978870442,0.5691036754,0.327350158539582,0.3349314788240406,0.8032758719759593,284.72702614400004,15.105073383211934,273.92150758439897,295.5325447036011,1.6177671940000002,0.08582428068586329,1.556372202112956,1.6791621858870445,6.0,1e-10,5.999999999928464,6.000000000071536
200,0.749214832,0.08157066125715923,0.6908626961465733,0.8075669678534269,0.7290502875999999,0.3452029477790995,0.48210697495103594,0.9759936002489639,325.777818768,16.39570289268901,314.0490394757683,337.5065980602316,1.6207851680000005,0.08157066125715923,1.5624330321465738,1.6791373038534272,6.0,1e-10,5.999999999928464,6.000000000071536
225,0.7925641500000001,0.0647354436296689,0.746255203339613,0.8388730966603872,0.5854206850999999,0.4821233408644221,0.24053042369170957,0.9303109465082902,356.5005021,14.630210237805183,346.03468017084805,366.96632402915196,1.57743585,0.0647354436296689,1.5311269033396129,1.6237447966603873,7.0,1e-10,6.999999999928464,7.000000000071536
